mission_id,software_version,git_commit,timestamp_utc,anonymous_session_id,trial_number,rotation_block_number,rotation_block_position,scheduled_trial_count,full_design_trial_count,scheduled_rotation_block_count,rotation_block_repetitions,use_trial_subset,condition_id,condition_order_index,varied_inner_direction_deg,center_minus_inner_direction_deg,common_global_rotation_deg,displayed_center_direction_deg,displayed_inner_direction_deg,displayed_outer_direction_deg,fixed_center_velocity_x_deg_s,fixed_center_velocity_y_deg_s,displayed_center_velocity_x_deg_s,displayed_center_velocity_y_deg_s,inner_velocity_x_deg_s,inner_velocity_y_deg_s,outer_velocity_x_deg_s,outer_velocity_y_deg_s,fixed_outer_minus_inner_x_deg_s,fixed_outer_minus_inner_y_deg_s,displayed_outer_minus_inner_x_deg_s,displayed_outer_minus_inner_y_deg_s,coherence_percent,configured_coherence_values_percent,center_signal_dot_count,inner_signal_dot_count,outer_signal_dot_count,surround_colors_swapped,center_color_rgb,inner_color_rgb,outer_color_rgb,random_seed,participant_response_absolute_deg,participant_response_center_normalized_deg,participant_response_deg,expected_response_deg,expected_response_definition,expected_retinal_deg,expected_segmentation_deg,expected_response_absolute_deg,expected_retinal_absolute_deg,expected_segmentation_absolute_deg,response_error_deg,adjustment_time_s,response_hold_event_count,response_max_hold_duration_s,response_peak_hold_speed_deg_s,response_total_hold_rotation_deg,aborted,valid,abort_stage,simulated,data_label,requested_frame_interval_s,observed_mean_frame_interval_s,observed_max_frame_interval_s,dropped_frame_count,measured_refresh_hz,screen_number,screen_selection_reason,screen_width_px,screen_height_px,window_width_px,window_height_px,physical_width_mm,physical_height_mm,viewing_distance_cm,pixels_per_degree,used_fallback_pixels_per_degree,fullscreen,eye_tracking,fixation_verified,matlab_version,psychtoolbox_version,machine_architecture
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T19:37:32.194Z,ANON-20260826-143721-085,1,1,1,144,144,6,2,0,G03,2,-3,3,0,0,-3,59.2319288065877,0.5,0,0.5,0,0.5,-0.0262038896415206,0.5,0.839821514142918,0,0.866025403784439,0,0.866025403784439,50,[33 50 100],5,25,125,1,[0 250 0],[0 153 255],[255 0 0],20260806,-58.8130382396315,-58.8130382396315,-58.8130382396315,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,31.1869617603685,3.76796999992803,2,1.23527400009334,178.232880011201,129.826195395728,0,1,,0,NONE,0.0166784400027245,0.0166898966383408,0.0184777001850307,0,59.9576459091284,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T19:37:36.743Z,ANON-20260826-143721-085,2,1,2,144,144,6,2,0,G00,1,-0,0,0,0,0,60,0.5,0,0.5,0,0.5,0,0.5,0.866025403784439,0,0.866025403784439,0,0.866025403784439,33,[33 50 100],3,17,83,1,[0 250 0],[0 153 255],[255 0 0],20260806,-55.25562491163,-55.25562491163,-55.25562491163,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,NaN,-90,0,NaN,34.74437508837,1.66817670012824,1,1.25111569999717,180.133883999661,122.11077429211,0,1,,0,NONE,0.0166784400027245,0.0166786630254458,0.0179455999750644,0,59.9576459091284,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T19:37:42.368Z,ANON-20260826-143721-085,3,1,3,144,144,6,2,0,G15,5,-15,15,0,0,-15,55.6664276634133,0.5,0,0.5,0,0.5,-0.133974596215561,0.5,0.732050807568877,0,0.866025403784439,0,0.866025403784439,100,[33 50 100],10,50,250,0,[0 250 0],[255 0 0],[0 153 255],20260806,16.0474241876954,16.0474241876954,16.0474241876954,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,106.047424187695,2.75340260006487,2,1.18429030012339,172.114836014807,115.878041688998,0,1,,0,NONE,0.0166784400027245,0.0166824541675548,0.0179202000144869,0,59.9576459091284,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T19:37:45.654Z,ANON-20260826-143721-085,4,1,4,144,144,6,2,0,G15,5,-15,15,0,0,-15,55.6664276634133,0.5,0,0.5,0,0.5,-0.133974596215561,0.5,0.732050807568877,0,0.866025403784439,0,0.866025403784439,33,[33 50 100],3,17,83,0,[0 250 0],[255 0 0],[0 153 255],20260806,-36.6734881108537,-36.6734881108537,-36.6734881108537,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,53.3265118891463,0.415607499890029,0,0,0,0,0,1,,0,NONE,0.0166784400027245,0.0166831033323736,0.0183388001751155,0,59.9576459091284,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T19:37:46.554Z,ANON-20260826-143721-085,5,1,5,144,144,6,2,0,G05,3,-5,5,0,0,-5,58.6976969629121,0.5,0,0.5,0,0.5,-0.043744331762962,0.5,0.822281072021477,0,0.866025403784439,0,0.866025403784439,33,[33 50 100],3,17,83,0,[0 250 0],[255 0 0],[0 153 255],20260806,NaN,NaN,NaN,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,NaN,NaN,0,0,0,0,1,0,stimulus,0,NONE,0.0166784400027245,0.0169882000191137,0.0178809999488294,0,59.9576459091284,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
