mission_id,software_version,git_commit,timestamp_utc,anonymous_session_id,trial_number,rotation_block_number,rotation_block_position,scheduled_trial_count,full_design_trial_count,scheduled_rotation_block_count,rotation_block_repetitions,use_trial_subset,condition_id,condition_order_index,varied_inner_direction_deg,center_minus_inner_direction_deg,common_global_rotation_deg,displayed_center_direction_deg,displayed_inner_direction_deg,displayed_outer_direction_deg,fixed_center_velocity_x_deg_s,fixed_center_velocity_y_deg_s,displayed_center_velocity_x_deg_s,displayed_center_velocity_y_deg_s,inner_velocity_x_deg_s,inner_velocity_y_deg_s,outer_velocity_x_deg_s,outer_velocity_y_deg_s,fixed_outer_minus_inner_x_deg_s,fixed_outer_minus_inner_y_deg_s,displayed_outer_minus_inner_x_deg_s,displayed_outer_minus_inner_y_deg_s,coherence_values_percent_1,coherence_values_percent_2,coherence_values_percent_3,surround_colors_swapped,center_color_rgb,inner_color_rgb,outer_color_rgb,random_seed,participant_response_absolute_deg,participant_response_center_normalized_deg,participant_response_deg,expected_response_deg,expected_response_definition,expected_retinal_deg,expected_segmentation_deg,expected_response_absolute_deg,expected_retinal_absolute_deg,expected_segmentation_absolute_deg,response_error_deg,adjustment_time_s,response_hold_event_count,response_max_hold_duration_s,response_peak_hold_speed_deg_s,response_total_hold_rotation_deg,aborted,valid,abort_stage,simulated,data_label,requested_frame_interval_s,observed_mean_frame_interval_s,observed_max_frame_interval_s,dropped_frame_count,measured_refresh_hz,screen_number,screen_selection_reason,screen_width_px,screen_height_px,window_width_px,window_height_px,physical_width_mm,physical_height_mm,viewing_distance_cm,pixels_per_degree,used_fallback_pixels_per_degree,fullscreen,eye_tracking,fixation_verified,matlab_version,psychtoolbox_version,machine_architecture
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:13.746Z,ANON-20260826-112908-634,1,1,1,128,128,16,2,0,G10,4,-10,10,270,-90,-100,-32.7324072096124,0.5,0,0,-0.5,-0.0881634903542325,-0.5,0.777861913430206,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,0,[0 255 0],[255 0 0],[0 153 255],20260806,171.736645214072,-98.2633547859279,-98.2633547859279,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-8.2633547859279,1.06603149999864,0,0,0,0,0,1,,0,NONE,0.0167001880006865,0.0166863655464082,0.0171445999294519,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:20.625Z,ANON-20260826-112908-634,2,1,2,128,128,16,2,0,G00,1,-0,0,270,-90,-90,-30,0.5,0,0,-0.5,0,-0.5,0.866025403784439,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,33.8131121445533,123.813112144553,123.813112144553,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,NaN,-180,-90,NaN,-146.186887855447,3.97081069997512,2,1.66805110010318,230.166132012382,225.636329122267,0,1,,0,NONE,0.0167001880006865,0.0166802283318248,0.0176945000421256,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:25.345Z,ANON-20260826-112908-634,3,1,3,128,128,16,2,0,G03,2,-3,3,270,-90,-93,-30.7680711934123,0.5,0,0,-0.5,-0.0262038896415206,-0.5,0.839821514142918,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,127.619498582806,-142.380501417194,-142.380501417194,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-52.3805014171942,1.80198450013995,1,1.21802089991979,176.162507990375,115.333846912743,0,1,,0,NONE,0.0167001880006865,0.0166733850007101,0.0171670999843627,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:29.671Z,ANON-20260826-112908-634,4,1,4,128,128,16,2,0,G30,7,-30,30,270,-90,-120,-40.8933946491309,0.5,0,0,-0.5,-0.288675134594813,-0.5,0.577350269189626,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,70.362828312708,160.362828312708,160.362828312708,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-109.637171687292,1.41745300008915,1,0.584030500147492,100.083660017699,27.1186518292906,0,1,,0,NONE,0.0167001880006865,0.0166543008332762,0.0177795002236962,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:34.449Z,ANON-20260826-112908-634,5,1,5,128,128,16,2,0,G20,6,-20,20,270,-90,-110,-36.16497766807,0.5,0,0,-0.5,-0.181985117133101,-0.5,0.684040286651337,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,140.754433215724,-129.245566784276,-129.245566784276,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-39.2455667842763,1.9004627999384,1,1.28419599984773,184.103519981727,127.2715026674,0,1,,0,NONE,0.0167001880006865,0.01668164957933,0.0171408001333475,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:38.847Z,ANON-20260826-112908-634,6,1,6,128,128,16,2,0,G05,3,-5,5,270,-90,-95,-31.3023030370879,0.5,0,0,-0.5,-0.043744331762962,-0.5,0.822281072021477,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,0,[0 255 0],[255 0 0],[0 153 255],20260806,151.622521406554,-118.377478593446,-118.377478593446,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-28.3774785934457,1.51846270007081,1,0.851039800094441,132.124776011333,58.3972329654342,0,1,,0,NONE,0.0167001880006865,0.0166361491661519,0.0174177999142557,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:43.004Z,ANON-20260826-112908-634,7,1,7,128,128,16,2,0,G45,8,-45,45,270,-90,-135,-53.7939768869969,0.5,0,0,-0.5,-0.5,-0.5,0.366025403784439,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,156.881944398173,-113.118055601827,-113.118055601827,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,-23.1180556018268,1.28330309991725,1,0.76703320001252,122.043984001502,48.6035974447329,0,1,,0,NONE,0.0167001880006865,0.0166260775004048,0.0171160998288542,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:49.802Z,ANON-20260826-112908-634,8,1,8,128,128,16,2,0,G15,5,-15,15,270,-90,-105,-34.3335723365867,0.5,0,0,-0.5,-0.133974596215561,-0.5,0.732050807568877,-0.5,0,0.866025403784439,0.866025403784439,0,25,50,100,1,[0 255 0],[0 153 255],[255 0 0],20260806,-178.419566808693,-88.419566808693,-88.419566808693,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-180,-90,0,1.58043319130698,3.93637800007127,2,1.3350626998581,190.207523982972,178.494348745136,0,1,,0,NONE,0.0167001880006865,0.0166881663857826,0.0176521001849324,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:29:56.573Z,ANON-20260826-112908-634,9,2,1,128,128,16,2,0,G05,3,-5,5,0,0,-5,58.6976969629121,0.5,0,0.5,0,0.5,-0.043744331762962,0.5,0.822281072021477,0,0.866025403784439,0,0.866025403784439,25,50,100,0,[0 255 0],[255 0 0],[0 153 255],20260806,173.826136791809,173.826136791809,173.826136791809,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,-96.1738632081907,3.88631339999847,1,1.38317149993964,195.980579992756,147.186215106337,0,1,,0,NONE,0.0167001880006865,0.0166836758338225,0.0182781999465078,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
RS-MISSION-20260806-JP-TWO-GROUP-MOTION-DEMO,0.6.0,uncommitted,2026-08-26T16:30:04.512Z,ANON-20260826-112908-634,10,2,2,128,128,16,2,0,G45,8,-45,45,0,0,-45,36.2060231130031,0.5,0,0.5,0,0.5,-0.5,0.5,0.366025403784439,0,0.866025403784439,0,0.866025403784439,25,50,100,0,[0 255 0],[255 0 0],[0 153 255],20260806,NaN,NaN,NaN,-90,integration hypothesis: center+inner group relative to outer; not an objectively correct answer,0,90,-90,0,90,NaN,5.14347309991717,0,0,0,0,1,0,response,0,NONE,0.0167001880006865,0.0166804575012065,0.017049300018698,0,59.8795654251853,2,preferred-external-screen,1920,1080,1100,800,598,336,60,36.2419979414704,0,0,0,0,25.1.0.2943329 (R2025a),"3.0.19 - Flavor: Manual Install, 03-Jun-2025 15:56:55",win64
